circuit_index,added_edges,n_edges,solution_1,freq_1,solution_2,freq_2,solution_3,freq_3,solution_4,freq_4,solution_5,freq_5,solution_6,freq_6,solution_7,freq_7,solution_8,freq_8,solution_9,freq_9,solution_10,freq_10,solution_11,freq_11,solution_12,freq_12,solution_13,freq_13,solution_14,freq_14,solution_15,freq_15,solution_16,freq_16,solution_17,freq_17,solution_18,freq_18,solution_19,freq_19,solution_20,freq_20,solution_21,freq_21,solution_22,freq_22,solution_23,freq_23,solution_24,freq_24,solution_25,freq_25,solution_26,freq_26,solution_27,freq_27
1,{},0,0000|0011|1000|1011|1100|1111,1.0
2,{B->M},1,0000|0011|1000|1100|1111,0.9829,0000|0011|1000|1011|1100|1111,0.0171
3,{M->B},1,0000|0011|1000|1011|1101,0.513,0000|0011|1000|1011|1101|1111,0.2645,0000|0011|1000|1011|1100|1111,0.2225
4,{B->F},1,0000|0011|1000|1100|1111,0.5268,0000|1000|1100|1111,0.4083,0000|0011|1000|1011|1100|1111,0.0649
5,{F->B},1,0000|0011|1001|1011|1101|1111,0.289,0000|0011|1000|1011|1100|1111,0.2722,0000|0011|1001|1101,0.2691,0000|0011|1001|1011|1101,0.1165,0000|0011|1000|1011|1101|1111,0.0532
6,{T->M},1,0000|0011|1000|1100|1111,0.8196,0000|1000|1100|1111,0.1712,0000|0011|1000|1011|1100|1111,0.0092
7,{M->T},1,0000|0011|1000|1011|1111,0.9636,0000|0011|1000|1011|1100|1111,0.0364
8,{T->F},1,0000|1000|1100|1111,0.7547,0000|0011|1000|1100|1111,0.2187,0000|0011|1000|1011|1100|1111,0.0266
9,{F->T},1,0000|0011|1011|1111,0.9506,0000|0011|1000|1011|1100|1111,0.0406,0000|0011|1000|1011|1111,0.0088
10,"{M->B,B->M}",2,0000|0011|1000|1101,0.525,0000|0011|1000|1101|1111,0.2383,0000|0011|1000|1100|1111,0.2164,0000|0011|1000|1011|1101,0.01,0000|0011|1000|1011|1100|1111,0.0057,0000|0011|1000|1011|1101|1111,0.0046
11,"{B->F,B->M}",2,0000|0011|1000|1100|1111,0.5933,0000|1000|1100|1111,0.4059,0000|0011|1000|1011|1100|1111,0.0008
12,"{B->F,M->B}",2,0000|0011|1000|1101,0.2652,0000|1000|1101,0.2116,0000|0011|1000|1101|1111,0.1445,0000|0011|1000|1100|1111,0.1162,0000|1000|1101|1111,0.1111,0000|1000|1100|1111,0.0885,0000|0011|1000|1011|1101,0.029,0000|0011|1000|1011|1101|1111,0.0195,0000|0011|1000|1011|1100|1111,0.0144
13,"{F->B,B->M}",2,0000|0011|1101,0.3767,0000|0011|1000|1100|1111,0.2781,0000|0011|1101|1111,0.2479,0000|0011|1000|1101|1111,0.0523,0000|0011|1001|1101|1111,0.0288,0000|0011|1000|1011|1100|1111,0.0052,0000|0011|1001|1101,0.0044,0000|0011|1001|1011|1101|1111,0.004,0000|0011|1001|1011|1101,0.002,0000|0011|1000|1011|1101|1111,0.0006
14,"{F->B,M->B}",2,0000|0011|1001|1011|1101,0.3734,0000|0011|1001|1101,0.2514,0000|0011|1000|1011|1101,0.2179,0000|0011|1000|1011|1101|1111,0.0923,0000|0011|1001|1011|1101|1111,0.0347,0000|0011|1000|1011|1100|1111,0.0303
15,"{F->B,B->F}",2,0000|0011|1101,0.2041,0000|1101,0.1543,0000|0011|1000|1100|1111,0.1504,0000|1000|1100|1111,0.114,0000|1101|1111,0.1042,0000|0011|1101|1111,0.0989,0000|0011|1001|1101|1111,0.0561,0000|0011|1000|1101|1111,0.029,0000|0011|1001|1101,0.0214,0000|1000|1101|1111,0.0202,0000|0011|1000|1011|1100|1111,0.0157,0000|0011|1001|1011|1101|1111,0.0129,0000|1001|1101|1111,0.0101,0000|0011|1001|1011|1101,0.0056,0000|0011|1000|1011|1101|1111,0.0031
16,"{T->M,B->M}",2,0000|0011|1000|1100|1111,0.6269,0000|1000|1100|1111,0.3731
17,"{T->M,M->B}",2,0000|0011|1000|1101,0.4321,0000|0011|1000|1101|1111,0.2094,0000|0011|1000|1100|1111,0.1787,0000|1000|1101,0.0941,0000|1000|1101|1111,0.0401,0000|1000|1100|1111,0.0392,0000|0011|1000|1011|1101,0.0035,0000|0011|1000|1011|1101|1111,0.0019,0000|0011|1000|1011|1100|1111,0.001
18,"{T->M,B->F}",2,0000|1000|1100|1111,0.5002,0000|0011|1000|1100|1111,0.4996,0000|0011|1000|1011|1100|1111,0.0002
19,"{T->M,F->B}",2,0000|0011|1001|1101,0.3141,0000|0011|1000|1100|1111,0.2314,0000|0011|1001|1101|1111,0.2299,0000|1001|1101,0.066,0000|1001|1101|1111,0.0514,0000|1000|1100|1111,0.0486,0000|0011|1000|1101|1111,0.0443,0000|1000|1101|1111,0.007,0000|0011|1000|1011|1100|1111,0.0029,0000|0011|1001|1011|1101|1111,0.0029,0000|0011|1001|1011|1101,0.0013,0000|0011|1000|1011|1101|1111,0.0002
20,"{M->T,B->M}",2,0000|0011|1000|1111,0.9502,0000|0011|1000|1100|1111,0.0315,0000|0011|1000|1011|1111,0.0175,0000|0011|1000|1011|1100|1111,0.0008
21,"{M->T,M->B}",2,0000|0011|1000|1011|1111,0.8973,0000|0011|1000|1011|1101|1111,0.074,0000|0011|1000|1011|1101,0.0208,0000|0011|1000|1011|1100|1111,0.0079
22,"{M->T,B->F}",2,0000|0011|1000|1111,0.5126,0000|1000|1111,0.3865,0000|0011|1000|1011|1111,0.064,0000|0011|1000|1100|1111,0.0187,0000|1000|1100|1111,0.0167,0000|0011|1000|1011|1100|1111,0.0015
23,"{M->T,F->B}",2,0000|0011|1001|1011|1111,0.3617,0000|0011|1000|1011|1111,0.3307,0000|0011|1001|1111,0.2175,0000|0011|1001|1011|1101|1111,0.0387,0000|0011|1001|1101|1111,0.0291,0000|0011|1001|1101,0.0117,0000|0011|1000|1011|1100|1111,0.0079,0000|0011|1000|1011|1101|1111,0.0015,0000|0011|1001|1011|1101,0.0012
24,"{M->T,T->M}",2,0000|0011|1000|1111,0.7977,0000|1000|1111,0.1598,0000|0011|1000|1100|1111,0.0291,0000|1000|1100|1111,0.0064,0000|0011|1000|1011|1111,0.0062,0000|0011|1000|1011|1100|1111,0.0008
